Player, PR, Luck, Score, Player, PR, Luck, Score
YossiEliezer23,0,0,0,bardak65,0,0,0
GS18671,0,0,0,Idan1986,0,0,0
sagivquina,0,0,0,Nissimb,0,0,0
ilanblum,0,0,0,UziMutsafy,0,0,0
sasha_er,0,0,0,Avshalom,0,0,0
nadavd,0,0,0,YKwin,0,0,0
OvedBenZeev,0,0,0,ys,0,0,0
Avi,0,0,0,Yannay,0,0,0
Bye,0,0,7,Ran1976,0,0,0
gingi,0,0,0,Yaniv162,0,0,0
barak100,0,0,0,gidio,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,MarcelDana,0,0,0
YossiEliezer23,2.45,0.56,7,GuyEliyahu,3.83,-1.9,6
GS18671,0,0,0,Tezka11,0,0,0
sagivquina,0,0,0,bardak65,0,0,0
ilanblum,0,0,0,Idan1986,0,0,0
sasha_er,0,0,0,Nissimb,0,0,0
nadavd,0,0,0,UziMutsafy,0,0,0
OvedBenZeev,0,0,0,Avshalom,0,0,0
Avi,0,0,0,YKwin,0,0,0
Bye,0,0,7,ys,0,0,0
gingi,0,0,0,Yannay,0,0,0
barak100,0,0,0,Ran1976,0,0,0
gidio,11.96,2.39,7,Yaniv162,9.32,-2.35,3
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,YossiEliezer23,0,0,0
GS18671,0,0,0,MarcelDana,0,0,0
sagivquina,0,0,0,GuyEliyahu,0,0,0
ilanblum,0,0,0,Tezka11,0,0,0
sasha_er,0,0,0,bardak65,0,0,0
nadavd,0,0,0,Idan1986,0,0,0
OvedBenZeev,0,0,0,Nissimb,0,0,0
Avi,0,0,0,UziMutsafy,0,0,0
Bye,0,0,7,Avshalom,0,0,0
gingi,0,0,0,YKwin,0,0,0
barak100,0,0,0,ys,0,0,0
gidio,0,0,0,Yannay,0,0,0
Yaniv162,13.73,2.83,7,Ran1976,14.5,-2.67,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,GS18671,0,0,0
sagivquina,0,0,0,YossiEliezer23,0,0,0
ilanblum,0,0,0,MarcelDana,0,0,0
sasha_er,0,0,0,GuyEliyahu,0,0,0
nadavd,0,0,0,Tezka11,0,0,0
OvedBenZeev,0,0,0,bardak65,0,0,0
Avi,8.29,-0.44,2,Idan1986,12.3,2.86,7
Bye,0,0,7,Nissimb,0,0,0
gingi,0,0,0,UziMutsafy,0,0,0
barak100,9.4,1.4,7,Avshalom,7.65,-2.61,2
gidio,0,0,0,YKwin,0,0,0
Yaniv162,0,0,0,ys,0,0,0
Ran1976,14.03,2.19,4,Yannay,15.27,5.88,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,sagivquina,0,0,0
ilanblum,0,0,0,GS18671,0,0,0
sasha_er,13.7,4.76,7,YossiEliezer23,3.04,-0.56,3
nadavd,0,0,0,MarcelDana,0,0,0
OvedBenZeev,0,0,0,GuyEliyahu,0,0,0
Avi,0,0,0,Tezka11,0,0,0
Bye,0,0,7,bardak65,0,0,0
gingi,0,0,0,Idan1986,0,0,0
barak100,0,0,0,Nissimb,0,0,0
gidio,0,0,0,UziMutsafy,0,0,0
Yaniv162,0,0,0,Avshalom,0,0,0
Ran1976,12.19,-0.32,2,YKwin,3.56,2.06,7
Yannay,6.2,-0.76,7,ys,2.65,-5.07,4
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,ilanblum,0,0,0
sasha_er,0,0,0,sagivquina,0,0,0
nadavd,0,0,0,GS18671,0,0,0
OvedBenZeev,0,0,0,YossiEliezer23,0,0,0
Avi,0,0,0,MarcelDana,0,0,0
Bye,0,0,7,GuyEliyahu,0,0,0
gingi,0,0,0,Tezka11,0,0,0
barak100,0,0,0,bardak65,0,0,0
gidio,0,0,0,Idan1986,0,0,0
Yaniv162,0,0,0,Nissimb,0,0,0
Ran1976,10.51,-2.14,5,UziMutsafy,12.51,0.21,7
Yannay,0,0,0,Avshalom,0,0,0
ys,0,0,0,YKwin,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,sasha_er,0,0,0
nadavd,0,0,0,ilanblum,0,0,0
OvedBenZeev,0,0,0,sagivquina,0,0,0
Avi,0,0,0,GS18671,0,0,0
Bye,0,0,7,YossiEliezer23,0,0,0
gingi,0,0,0,MarcelDana,0,0,0
barak100,0,0,0,GuyEliyahu,0,0,0
gidio,0,0,0,Tezka11,0,0,0
Yaniv162,0,0,0,bardak65,0,0,0
Ran1976,0,0,0,Idan1986,0,0,0
Yannay,0,0,0,Nissimb,0,0,0
ys,0,0,0,UziMutsafy,0,0,0
YKwin,0,0,0,Avshalom,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,nadavd,0,0,0
OvedBenZeev,0,0,0,sasha_er,0,0,0
Avi,0,0,0,ilanblum,0,0,0
Bye,0,0,7,sagivquina,0,0,0
gingi,0,0,0,GS18671,0,0,0
barak100,0,0,0,YossiEliezer23,0,0,0
gidio,0,0,0,MarcelDana,0,0,0
Yaniv162,0,0,0,GuyEliyahu,0,0,0
Ran1976,0,0,0,Tezka11,0,0,0
Yannay,0,0,0,bardak65,0,0,0
ys,0,0,0,Idan1986,0,0,0
YKwin,0,0,0,Nissimb,0,0,0
Avshalom,19.69,4.33,7,UziMutsafy,17.16,-0.6,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,OvedBenZeev,0,0,0
Avi,0,0,0,nadavd,0,0,0
Bye,0,0,7,sasha_er,0,0,0
gingi,0,0,0,ilanblum,0,0,0
barak100,0,0,0,sagivquina,0,0,0
gidio,0,0,0,GS18671,0,0,0
Yaniv162,13.4,-1.35,4,YossiEliezer23,5.16,-0.77,7
Ran1976,0,0,0,MarcelDana,0,0,0
Yannay,0,0,0,GuyEliyahu,0,0,0
ys,0,0,0,Tezka11,0,0,0
YKwin,0,0,0,bardak65,0,0,0
Avshalom,5.63,0.13,7,Idan1986,12.99,-2.74,1
UziMutsafy,0,0,0,Nissimb,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Avi,0,0,0
Bye,0,0,7,OvedBenZeev,0,0,0
gingi,0,0,0,nadavd,0,0,0
barak100,0,0,0,sasha_er,0,0,0
gidio,0,0,0,ilanblum,0,0,0
Yaniv162,0,0,0,sagivquina,0,0,0
Ran1976,0,0,0,GS18671,0,0,0
Yannay,11.17,-2.16,7,YossiEliezer23,5.35,-4.21,4
ys,0,0,0,MarcelDana,0,0,0
YKwin,0,0,0,GuyEliyahu,0,0,0
Avshalom,0,0,0,Tezka11,0,0,0
UziMutsafy,0,0,0,bardak65,0,0,0
Nissimb,0,0,0,Idan1986,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,7,Bye,0,0,0
gingi,0,0,0,Avi,0,0,0
barak100,0,0,0,OvedBenZeev,0,0,0
gidio,0,0,0,nadavd,0,0,0
Yaniv162,0,0,0,sasha_er,0,0,0
Ran1976,0,0,0,ilanblum,0,0,0
Yannay,0,0,0,sagivquina,0,0,0
ys,0,0,0,GS18671,0,0,0
YKwin,3.37,1.53,7,YossiEliezer23,6.12,-1.88,3
Avshalom,0,0,0,MarcelDana,0,0,0
UziMutsafy,0,0,0,GuyEliyahu,0,0,0
Nissimb,0,0,0,Tezka11,0,0,0
Idan1986,11.98,2.75,7,bardak65,6.46,-3.96,4
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,gingi,0,0,0
barak100,0,0,7,Bye,0,0,0
gidio,0,0,0,Avi,0,0,0
Yaniv162,0,0,0,OvedBenZeev,0,0,0
Ran1976,18.5,2.16,3,nadavd,9.36,1.42,7
Yannay,14.13,0.38,7,sasha_er,13.22,-3.43,6
ys,0,0,0,ilanblum,0,0,0
YKwin,0,0,0,sagivquina,0,0,0
Avshalom,7.47,1.79,7,GS18671,6.45,0.02,3
UziMutsafy,0,0,0,YossiEliezer23,0,0,0
Nissimb,0,0,0,MarcelDana,0,0,0
Idan1986,0,0,0,GuyEliyahu,0,0,0
bardak65,0,0,0,Tezka11,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,barak100,0,0,0
gidio,0,0,0,gingi,0,0,0
Yaniv162,0,0,7,Bye,0,0,0
Ran1976,0,0,0,Avi,0,0,0
Yannay,0,0,0,OvedBenZeev,0,0,0
ys,0,0,0,nadavd,0,0,0
YKwin,0,0,0,sasha_er,0,0,0
Avshalom,0,0,0,ilanblum,0,0,0
UziMutsafy,11.49,-1.14,7,sagivquina,6.15,-2.96,5
Nissimb,0,0,0,GS18671,0,0,0
Idan1986,0,0,0,YossiEliezer23,0,0,0
bardak65,0,0,0,MarcelDana,0,0,0
Tezka11,0,0,0,GuyEliyahu,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,gidio,0,0,0
Yaniv162,0,0,0,barak100,0,0,0
Ran1976,0,0,0,gingi,0,0,0
Yannay,0,0,7,Bye,0,0,0
ys,0,0,0,Avi,0,0,0
YKwin,0,0,0,OvedBenZeev,0,0,0
Avshalom,0,0,0,nadavd,0,0,0
UziMutsafy,0,0,0,sasha_er,0,0,0
Nissimb,0,0,0,ilanblum,0,0,0
Idan1986,0,0,0,sagivquina,0,0,0
bardak65,0,0,0,GS18671,0,0,0
Tezka11,14.83,-0.26,2,YossiEliezer23,7.4,1.43,7
GuyEliyahu,0,0,0,MarcelDana,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Yaniv162,0,0,0
Ran1976,0,0,0,gidio,0,0,0
Yannay,0,0,0,barak100,0,0,0
ys,0,0,0,gingi,0,0,0
YKwin,0,0,7,Bye,0,0,0
Avshalom,0,0,0,Avi,0,0,0
UziMutsafy,0,0,0,OvedBenZeev,0,0,0
Nissimb,0,0,0,nadavd,0,0,0
Idan1986,0,0,0,sasha_er,0,0,0
bardak65,7.99,-4.08,3,ilanblum,11.23,1.34,7
Tezka11,0,0,0,sagivquina,0,0,0
GuyEliyahu,0,0,0,GS18671,0,0,0
MarcelDana,11.88,-0.73,0,YossiEliezer23,4.34,3.79,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Ran1976,0,0,0
Yannay,0,0,0,Yaniv162,0,0,0
ys,0,0,0,gidio,0,0,0
YKwin,0,0,0,barak100,0,0,0
Avshalom,0,0,0,gingi,0,0,0
UziMutsafy,0,0,7,Bye,0,0,0
Nissimb,0,0,0,Avi,0,0,0
Idan1986,0,0,0,OvedBenZeev,0,0,0
bardak65,0,0,0,nadavd,0,0,0
Tezka11,0,0,0,sasha_er,0,0,0
GuyEliyahu,0,0,0,ilanblum,0,0,0
MarcelDana,0,0,0,sagivquina,0,0,0
YossiEliezer23,0,0,0,GS18671,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Yannay,0,0,0
ys,0,0,0,Ran1976,0,0,0
YKwin,0,0,0,Yaniv162,0,0,0
Avshalom,0,0,0,gidio,0,0,0
UziMutsafy,17.98,0.44,4,barak100,9.37,0.2,7
Nissimb,0,0,0,gingi,0,0,0
Idan1986,0,0,7,Bye,0,0,0
bardak65,0,0,0,Avi,0,0,0
Tezka11,0,0,0,OvedBenZeev,0,0,0
GuyEliyahu,0,0,0,nadavd,0,0,0
MarcelDana,0,0,0,sasha_er,0,0,0
YossiEliezer23,0,0,0,ilanblum,0,0,0
GS18671,0,0,0,sagivquina,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,ys,0,0,0
YKwin,2.77,2.67,7,Yannay,9.47,-0.39,0
Avshalom,0,0,0,Ran1976,0,0,0
UziMutsafy,8.7,-2.65,7,Yaniv162,14.73,-1.13,5
Nissimb,0,0,0,gidio,0,0,0
Idan1986,20.72,-3.91,1,barak100,5.31,-0.93,7
bardak65,0,0,0,gingi,0,0,0
Tezka11,0,0,7,Bye,0,0,0
GuyEliyahu,3.49,1.53,2,Avi,8.37,5.52,7
MarcelDana,0,0,0,OvedBenZeev,0,0,0
YossiEliezer23,0,0,0,nadavd,0,0,0
GS18671,0,0,0,sasha_er,0,0,0
sagivquina,11.95,-1.12,0,ilanblum,12.69,3.19,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,YKwin,0,0,0
Avshalom,0,0,0,ys,0,0,0
UziMutsafy,8.23,0.68,7,Yannay,8.01,-0.61,6
Nissimb,0,0,0,Ran1976,0,0,0
Idan1986,0,0,0,Yaniv162,0,0,0
bardak65,0,0,0,gidio,0,0,0
Tezka11,11.71,3.07,7,barak100,6.56,2,5
GuyEliyahu,0,0,0,gingi,0,0,0
MarcelDana,0,0,7,Bye,0,0,0
YossiEliezer23,0,0,0,Avi,0,0,0
GS18671,0,0,0,OvedBenZeev,0,0,0
sagivquina,0,0,0,nadavd,0,0,0
ilanblum,0,0,0,sasha_er,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Avshalom,0,0,0
UziMutsafy,0,0,0,YKwin,0,0,0
Nissimb,0,0,0,ys,0,0,0
Idan1986,8.94,-1.31,6,Yannay,9.95,1.11,7
bardak65,0,0,0,Ran1976,0,0,0
Tezka11,0,0,0,Yaniv162,0,0,0
GuyEliyahu,0,0,0,gidio,0,0,0
MarcelDana,0,0,0,barak100,0,0,0
YossiEliezer23,0,0,0,gingi,0,0,0
GS18671,0,0,7,Bye,0,0,0
sagivquina,0,0,0,Avi,0,0,0
ilanblum,0,0,0,OvedBenZeev,0,0,0
sasha_er,0,0,0,nadavd,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,UziMutsafy,0,0,0
Nissimb,0,0,0,Avshalom,0,0,0
Idan1986,0,0,0,YKwin,0,0,0
bardak65,9.92,4.7,7,ys,3.3,-0.94,3
Tezka11,0,0,0,Yannay,0,0,0
GuyEliyahu,0,0,0,Ran1976,0,0,0
MarcelDana,0,0,0,Yaniv162,0,0,0
YossiEliezer23,0,0,0,gidio,0,0,0
GS18671,16.99,1.18,4,barak100,9.81,1.55,7
sagivquina,0,0,0,gingi,0,0,0
ilanblum,0,0,7,Bye,0,0,0
sasha_er,0,0,0,Avi,0,0,0
nadavd,0,0,0,OvedBenZeev,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Moriarty,0,0,0,Nissimb,0,0,0
Idan1986,13.78,-1.18,3,UziMutsafy,14.2,2.98,7
bardak65,0,0,0,Avshalom,0,0,0
Tezka11,0,0,0,YKwin,0,0,0
GuyEliyahu,0,0,0,ys,0,0,0
MarcelDana,0,0,0,Yannay,0,0,0
YossiEliezer23,4.58,1.62,7,Ran1976,6.98,-2.24,0
GS18671,10.81,2.44,7,Yaniv162,12.58,-2,4
sagivquina,0,0,0,gidio,0,0,0
ilanblum,0,0,0,barak100,0,0,0
sasha_er,0,0,0,gingi,0,0,0
nadavd,0,0,7,Bye,0,0,0
OvedBenZeev,0,0,0,Avi,0,0,0
